"","taxon","Kingdom","Phylum","Class","Order","Family","Genus","accession"
"210","Komagataeibacter melaceti","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter",NA
"211","Mycolicibacterium diernhoferi","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium",NA
"212","Thermophilibacter mediterraneus","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Thermophilibacter",NA
"213","Halolamina sp. CBA1230","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halolamina",NA
"214","Streptomyces colonosanans","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"215","Streptomyces colonosanans","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"216","Paenibacillus antibioticophila","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"217","Methylobacterium platani","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium",NA
"218","Flavobacterium sp. ACN2","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"219","Lachnospiraceae bacterium UBA7196","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","",NA
"220","Pseudomonas sp. Leaf58","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"221","Pseudomonas sp. Leaf58","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"222","Pseudomonas sp. Leaf58","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"223","Pseudomonas sp. Leaf58","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"224","Pseudomonas sp. Leaf58","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"225","Pseudomonas sp. Leaf58","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"226","Paenibacillus sp. Soil750","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"227","Salinicola acroporae","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola",NA
"228","Olsenella sp. An293","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",NA
"229","Kribbella jejuensis","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Kribbellaceae","Kribbella",NA
"230","Zancudomyces culisetae","Eukaryota","Zoopagomycota","Harpellomycetes","Harpellales","Legeriomycetaceae","Zancudomyces",NA
"231","Saccharomonospora amisosensis","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora",NA
"232","Sphingobium herbicidovorans","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA
"233","Limnohabitans sp. Jir61","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA
"234","Bifidobacterium tibiigranuli","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"235","Pseudorhodoferax sp. Leaf265","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pseudorhodoferax",NA
"236","Paenibacillus pabuli","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"237","Bacillus paramycoides","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"238","Buttiauxella massiliensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buttiauxella",NA
"239","Frondihabitans sp. 762G35","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Frondihabitans",NA
"240","Komagataeibacter rhaeticus","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter",NA
"241","Caulobacter sp. D5","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"242","Bacillus sp. MM2020_4","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"243","Halorussus marinus","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haladaptataceae","Halorussus",NA
"244","Cellulomonas sp. HLT2-17","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas",NA
"245","Mycetocola miduiensis","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola",NA
"246","Proteiniphilum sp.","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",NA
"247","Synergistaceae bacterium UBA4066","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","",NA
"248","Mesorhizobium sp. RMAD-H1","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium",NA
"249","Acidovorax sp. T1","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"250","Thermomonas hydrothermalis","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
"251","Pseudonocardia endophytica","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"252","Gemmobacter tilapiae","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Gemmobacter",NA
"253","Bordetella sp. FB-8","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella",NA
"254","Thiobacillus sp.","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Thiobacillaceae","Thiobacillus",NA
"255","Cyanobium sp. NS01","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA
"256","Streptomyces tanashiensis","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"257","Streptomyces tanashiensis","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"258","Candidatus Oleimmundimicrobium americanum","Bacteria","Actinomycetota","Candidatus Aquicultoria","Candidatus Subteraquimicrobiales","Candidatus Oleimmundimicrobiaceae","Oleimmundimicrobium",NA
"259","Anaerobutyricum hallii","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerobutyricum",NA
"260","Acidipila sp. EB88","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Acidipila",NA
"261","Mycobacterium stomatepiae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"262","Shewanella sp. WE21","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",NA
"263","Mycobacterium sp. ACS1612","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"264","Falsiroseomonas frigidaquae","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Falsiroseomonas",NA
"265","Azoarcus sp. L1K30","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Azoarcus",NA
"266","Algibacter sp. L1A34","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Algibacter",NA
"267","Deinococcus phoenicis","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"268","Pedobacter mongoliensis","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"269","Pseudolabrys sp. Root1462","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys",NA
"270","Erwinia sp. QL-Z3","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA
"271","Gammaproteobacteria bacterium (ex Lamellibrachia satsuma)","Bacteria","Pseudomonadota","Gammaproteobacteria","","","",NA
"272","Paraburkholderia phenoliruptrix","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"273","[Limnothrix rosea] IAM M-220","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Geminocystaceae","Picosynechococcus",NA
"274","Micromonospora narathiwatensis","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Micromonospora",NA
"275","Stenotrophomonas sp. Pemsol","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"276","Lutibacter profundi","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter",NA
"277","Nocardioides sp. dk884","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"278","Pseudonocardia bannensis","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"279","Haloactinopolyspora alba","Bacteria","Actinomycetota","Actinomycetes","Jiangellales","Jiangellaceae","Haloactinopolyspora",NA
"280","Verrucomicrobiaceae bacterium","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","",NA
"281","Talaromyces islandicus","Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"282","Roseateles sp. YR242","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Roseateles",NA
"283","Clostridium sp. AM58-1XD","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium",NA
"284","Porphyrobacter sp.","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter",NA
"285","Roseibium limicola","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium",NA
"286","Mesorhizobium sp. B2-1-8","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium",NA
"287","Pantoea deserta","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA
"288","Paenibacillus alba","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"289","Sporosarcina beigongshangi","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"290","Microbacterium sp. BLY","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium",NA
"291","Bacillaceae bacterium","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","",NA
"292","Gordonia terrae","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Gordoniaceae","Gordonia",NA
"293","Deinococcus budaensis","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"294","Mycobacterium colombiense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"295","Bryocella elongata","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Bryocella",NA
"296","Rhodococcus kyotonensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus",NA
"297","Christensenellaceae bacterium Phil1","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","",NA
"298","Streptomyces sp. Ag109_O5-1","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"299","Streptomyces sp. Ag109_O5-1","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"300","Halapricum salinum","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halapricum",NA
"301","Pseudogemmobacter bohemicus","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudogemmobacter",NA
"302","Flavobacteriales bacterium UBA6057","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","","",NA
"303","Streptomyces cupreus","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"304","Streptomyces cupreus","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces",NA
"305","Sulfuricella sp. T08","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Sulfuricellaceae","Sulfuricella",NA
"306","Sphingomonas sp. Root720","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"307","Candidatus Accumulibacter contiguus","Bacteria","Pseudomonadota","Betaproteobacteria","","","Candidatus Accumulibacter",NA
"308","Aliidiomarina soli","Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Aliidiomarina",NA
"309","Candidatus Onthenecus intestinigallinarum","Bacteria","Bacillota","Clostridia","Eubacteriales","","Candidatus Onthenecus",NA
"310","Flavihumibacter soli","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter",NA
"311","Rhizobiales bacterium Y(2018)","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","","",NA
"312","Burkholderiales bacterium Ga0077544","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","","",NA
"313","Aquisalinus luteolus","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvularculales","Parvularculaceae","Aquisalinus",NA
"314","Legionellaceae bacterium UBA2794","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","",NA
"315","Micromonospora auratinigra","Bacteria","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Micromonospora",NA
"316","Nonomuraea gerenzanensis","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Nonomuraea",NA
"317","Trametes polyzona","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes",NA
"318","Dermabacteraceae bacterium TAE3-ERU27","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermabacteraceae","",NA
"319","Nocardioides sp. Root1257","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"320","Mobilicoccus massiliensis","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Dermatophilaceae","Mobilicoccus",NA
"321","Arthrobacter sp. B0490","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter",NA
"322","Sulfurospirillum sp.","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum",NA
"323","Pseudomonas amygdali","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"324","Pseudomonas amygdali","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"325","Pseudomonas amygdali","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"326","Pseudomonas amygdali","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"327","Pseudomonas amygdali","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"328","Pseudomonas amygdali","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"329","Flavihumibacter solisilvae","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter",NA
"330","Gandjariella thermophila","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Gandjariella",NA
"331","Thioalkalivibrio sulfidiphilus","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio",NA
"332","Chryseobacterium taklimakanense","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"333","Pedobacter suwonensis","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"334","Leifsonia sp. CL147","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia",NA
"335","Desulfosporosinus nitroreducens","Bacteria","Bacillota","Clostridia","Eubacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA
"336","Clostridium sp. MCC353","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium",NA
"337","Rhodobacteraceae bacterium WD3A24","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","",NA
"338","Synechococcus sp. RCC307","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus",NA
"339","Paenibacillus sp. UNC499MF","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"340","Terriglobus albidus","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terriglobus",NA
"341","Prevotella sp. khp7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"342","Fuerstiella marisgermanici","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Fuerstiella",NA
"343","Pseudomonas sp. SLFW","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"344","Pseudomonas sp. SLFW","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"345","Pseudomonas sp. SLFW","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"346","Pseudomonas sp. SLFW","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"347","Pseudomonas sp. SLFW","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"348","Pseudomonas sp. SLFW","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"349","Pseudonocardia sp. 73-21","Bacteria","Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"350","Pseudomonas wadenswilerensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"351","Pseudomonas wadenswilerensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"352","Pseudomonas wadenswilerensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"353","Pseudomonas wadenswilerensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"354","Pseudomonas wadenswilerensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"355","Pseudomonas wadenswilerensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"356","Aeromonas popoffii","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"357","Paenibacillus prosopidis","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"358","Ensifer sp. ENS06","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer",NA
"359","Photobacterium alginatilyticum","Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium",NA
"360","Candidatus Scatomonas merdigallinarum","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Candidatus Scatomonas",NA
"361","Halomonas niordiana","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"362","Sutterella faecalis","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella",NA
"363","Knoellia sp. DB2414S","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Intrasporangiaceae","Knoellia",NA
"364","Nocardioides daedukensis","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"365","[Pseudopropionibacterium] massiliense","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Arachnia",NA
